"cbzj","gg","idCode","jx","pzwh","sccs","scpzrq","ssxkzcyr","ypmc"
"cd1a8c8a775fd105595cc9d8e9a32414","头孢托仑匹酯颗粒","颗粒剂","30mg(效价）/0.3g/袋","是","H20150212","2015-04-29","Meiji Seika Pharma Co., Ltd.","Meiji Seika Pharma Co., Ltd. Odawara Plant"
"c6022a143446d9aa1f4bfe00953fc6e5","头孢托仑匹酯颗粒","颗粒剂","50mg(效价）/0.5g/袋","是","H20150211","2015-04-29","Meiji Seika Pharma Co., Ltd.","Meiji Seika Pharma Co., Ltd. Odawara Plant"
"183d41dd6274e3b2c398b60043013965","头孢妥仑匹酯片","片剂","100mg","是","H20150234","2000-08-26","
Meiji Seika Pharma Co., Ltd.","
Meiji Seika Pharma Co., Ltd. Odawara Plant"
"c556732ad3111f0b5e671c60638dc245","马来酸伊索拉定片","片剂","2mg","是","H20150259;H20150260","1997-01-31","Nippon Shinyaku Co.,Ltd.","Odawar Factory of Nippon Shinyaku Co.,Ltd."
"f0911fe727641b088eb7bbabc0901877","羟苯磺酸钙胶囊","胶囊剂","0.5g","是","H20140641","1992-07-04","Ebewe Pharma Ges.m.b.H.Nfg.KG","Klocke Pharma Service"
"20f9a2a264ea511916dce2c6538b97ce","尼古丁咀嚼胶","咀嚼胶","2mg","是","H20160588;H20160632;H20160589","1999-03-11","McNeil Sweden AB","McNeil AB"
"3c0877f9e047f78e7ffdbe8d00854ba2","尼古丁咀嚼胶","咀嚼胶","4mg","是","H20160590;H20160633;H20160591","1999-03-11","McNeil Sweden AB","McNeil AB"
"e0d4b82e3d3dd7953a2f38326a6d74b6","盐酸沙格雷酯片","片剂","100mg/片","是","H20160599;H20160618;H20160600","1998-01-27","Mitsubishi Tanabe Pharma Corporation","Mitsubishi Tanabe Pharma Factory Ltd., Yoshitomi Plant"
"19aad566c10b15f1f22fe34cb00ea3c0","苯磺贝他斯汀片","片剂","10mg","是","H20150605;H20150606","2010-05-07","Mitsubishi Tanabe Pharma Corporation","Mitsubishi Tanabe Pharma Factory Ltd., Onoda Plant"
"1f341697957b97d0fb49f5a861900b3d","依巴斯汀片","片剂","10mg","是","H20140855;H20140856","2000-05-16","ALMIRALL, S.A.","INDUSTRIAS FARMACEUTICAS ALMIRALL, S.A."
"a935bd97a5dc6e2aaa9651b709743c10","奥美沙坦酯氢氯噻嗪片","片剂","每片含奥美沙坦酯20mg与氢氯噻嗪12.5mg","是","国药准字H20100035","2010-03-15",,"第一三共制药（上海）有限公司"
"a54c630542816e069edc5e0a936f803e","甲磺酸仑伐替尼胶囊","胶囊剂","4mg","是","H20180052 ","2018-09-04","Eisai Europe Ltd. ","Patheon Inc."
"3cbece4599c0bf77084f59ff7e0a6ce6","盐酸托莫西汀口服溶液","口服溶液剂","100ml：400mg，4 mg/mL（按C17H21NO计）","是","H20180057","2018-09-11","Eli Lilly & Company Limited","Patheon France S.A.S."
"f5156044d5c54749223961117645128d","他克莫司胶囊","胶囊剂","0.5mg","是","H20150194","2001-12-17","Astellas Pharma Co.Limited","Astellas Ireland Co., Ltd."
"30176e7a1395d6b670178b2ad0dbb457","琥珀酸美托洛尔缓释片","片剂","47.5mg","是","H20140780","2005-04-20","AstraZeneca AB","Astrazeneca AB"
"aa40ef45ae1fe4871b9ae167e55cf041","呋喹替尼胶囊","胶囊剂","1mg","是","国药准字H20180015","2018-09-04","和记黄埔医药（上海）有限公司","和记黄埔医药（苏州）有限公司"
"b88047d69ed353da1ec4ad3fb8f75f45","呋喹替尼胶囊","胶囊剂","5mg","是","国药准字H20180016","2018-09-04","和记黄埔医药（上海）有限公司","和记黄埔医药（苏州）有限公司"
"88033dd47bab29154ce7b5990f98182b","左乙拉西坦口服溶液","口服溶液剂","10%","是","H20160152;H20160153","2011-03-04","UCB Pharma S.A.","NextPharma SAS"
"9228afdb99b370bbd3365e57f8863659","左乙拉西坦注射用浓溶液","注射剂","5ml:500mg","是","H20170341","2017-07-26","UCB Pharma S.A.","Patheon Italia S.p.A."
"a2d7b06fc74eef52b9aca67792272230","丙酸氟替卡松雾化吸入用混悬液","雾化吸入用混悬剂","2ml:0.5mg","是","H20170361","2017-09-20","GlaxoSmithKline Australia Pty Ltd. ","GlaxoSmithKline Australia Pty Ltd. "
"786fd25e0b01ab5f0249ecabb84f4892","盐酸贝尼地平片","片剂","4mg","是","H20170109","2004-03-17","Kyowa Hakko Kirin Co.,Ltd. ","Kyowa Hakko Kirin Co.,Ltd.Ube Plant "
"db3a0cf3163b9258448a3dddd2d6d06a","盐酸贝尼地平片","片剂","8mg","是","H20170111","2004-03-17","Kyowa Hakko Kirin Co.,Ltd. ","Kyowa Hakko Kirin Co.,Ltd.Ube Plant "
"0afe1020ecceb03da0d196dc15695bd2","盐酸西那卡塞片","片剂","25mg","是","H20140508","2014-06-27","Kyowa Hakko Kirin Co.,Ltd. ","Ohara Pharmaceutical Co., Ltd. "
"72e00a909b9f3da4000d13717d0b5f39","琥珀酸美托洛尔缓释片","片剂","95mg","是","H20140779","2005-04-20","AstraZeneca AB","AstraZeneca AB"
"50bda7e674ba7a80a6ad7a8462791084","铝碳酸镁咀嚼片","片剂","0.5g","是","国药准字H20013410","2001-06-29",,"拜耳医药保健有限公司"
"e601cd6cf928165906bcea6a2ed67c5d","阿德福韦酯片","片剂","10mg","是","国药准字H20050651","2005-03-23",,"葛兰素史克(天津)有限公司"
"e53260b8fc870427542d9ad644acdc08","卡马西平片","片剂","0.2g","是","国药准字H11022279","1993-04-01",,"北京诺华制药有限公司"
"b7efd56ea988a228ed16c098291bd518","盐酸特比萘芬片","片剂","以特比萘芬计250mg","是","国药准字H20000251","2000-03-29",,"北京诺华制药有限公司"
"7cc95c56cff97c371cfebccddcee335a","甲苯咪唑片","片剂","0.1g","是","国药准字H61022952","1990-04-17",,"西安杨森制药有限公司"
"cbb597a9ceb8a16796060400ae500594","布洛芬缓释胶囊","缓释制剂","0.3g","是","国药准字H10900089","1990-12-20",,"中美天津史克制药有限公司"
"0ef6f58c12e2232786824c7524a1f0c7","双氯芬酸钠肠溶片","片剂","25mg","是","国药准字H11021640","1992-05-19",,"北京诺华制药有限公司"
"9de8f7b8aa83e580a0857acd96970731","精氨酸布洛芬颗粒","颗粒剂","0.2g（以布洛芬计）","是","国药准字H20058759","2005-11-14",,"海南赞邦制药有限公司"
"6e1c0600cdd0eee1e3c79fa10cc184d2","精氨酸布洛芬颗粒","颗粒剂","0.4g（以布洛芬计）","是","国药准字H20058760","2005-11-14",,"海南赞邦制药有限公司"
"bc5816604ffaef24e7a7c818f5449354","精氨酸布洛芬颗粒","颗粒剂","0.6g（以布洛芬计）","是","国药准字H20058761","2005-11-14",,"海南赞邦制药有限公司"
"91762c3b4345bea0f7be2c91c8bdca9b","甲磺酸伊马替尼片","片剂","0.1g(按伊马替尼计)","是","H20150112","2005-01-04","Novartis Pharma Schweiz AG","Novartis Pharma Produktions GmbH"
"ebd83b556047c1bf78e9f772ffd748b4","甲磺酸伊马替尼片","片剂","0.4g(按伊马替尼计)","是","H20150298","2005-01-04","Novartis Pharma Schweiz AG","Novartis Pharma Stein AG"
"85b549ea2b7ad3d504c650d7c2964611","酒石酸伐尼克兰片","片剂","0.5mg","是","H20150039","2008-07-31","Pfizer Limited","R-Pharm Germany GmbH"
"62adaf21139866de430c82329bc8c11f","酒石酸伐尼克兰片","片剂","1.0mg","是","H20150040","2008-07-31","Pfizer Limited","R-Pharm Germany GmbH"
"b62a536c8f532712ec4971b2b7e2b82e","坎地沙坦酯片","片剂","8mg","是","国药准字J20150085","2002-09-12","Takeda Pharmaceutical Company Limited","Takeda Pharmaceutical Company Limited, Osaka Plant"
"d61ac2559614f7a76cf43c6639c9ad66","克拉霉素干混悬剂","口服混悬剂","125mg/5ml","是","H20160416","1995-01-20","ABBOTT LABORATORIES (SINGAPORE) PRIVATE LIMITED","ABBVIE S.R.L."
"e73793dc04c9eeca6fab9f21da91d2da","克拉霉素缓释片","片剂","0.5g","是","H20150665","1998-12-25","ABBOTT LABORATORIES (SINGAPORE) PRIVATE LIMITED","Aesica Queenborough Limited"
"cefe5b5a5822d768777dbf0d04024627","拉米夫定片","片剂 ","0.3g","是","H20140461","2003-06-16","ViiV Healthcare UK Limited","GlaxoSmithKline Pharmaceuticals SA"
"5cdb7236e2de457a1161784f2cecf4ee","拉西地平片","片剂 ","4mg","是","H20140294","1994-12-15","GLAXOSMITHKLINE,S.A.","GLAXO WELLCOME,S.A."
"a767644547e45d73f7cff6ca0c6e94ec","来曲唑片","片剂","2.5mg","是","H20140149","2001-07-20","Novartis Pharma Schweiz AG","Novartis Pharma Stein AG"
"cb2e2d94a86b0acd812d85b5b2dd8e0a","赖诺普利片","片剂","5mg","是","H20140713","1994-08-26","AstraZeneca UK Limited","AstraZeneca UK Limited"
"bcccda63350fccaf087acf0e206fd857","赖诺普利片","片剂","10mg","是","H20140715","1994-08-26","AstraZeneca UK Limited","AstraZeneca UK Limited"
"b68be9ff45779c91647b1614e0cb850d","赖诺普利片","片剂","20mg","是","H20140714","1994-08-26","AstraZeneca UK Limited","AstraZeneca UK Limited"
"218bf536999c6393ee010ed13853081c","利鲁唑片","片剂","50mg","是","H20140172","1998-12-28","Aventis Pharma S.A.","Sanofi Winthrop Industrie"
"2212f8b4f667334e45c555658373017c","利奈唑胺干混悬剂","口服混悬剂","5ml:100mg(每瓶含利奈唑胺3g)","是","H20170247","2017-02-21","Pharmacia & Upjohn Company","Neolpharma, Inc."
"929fec866742e7106b6c4206a8a5a34d","利奈唑胺片","片剂","600mg","是","H20130609","2006-09-12","Pharmacia & Upjohn Company","Pfizer Pharmaceuticals LLC"
"d990df38f476aa82350da0ea582dbef6","磷酸奥司他韦胶囊","胶囊剂","75mg(以奥司他韦计)","是","H20140344","2001-09-06","Roche Registration Ltd.","Roche S.p.A."
"c56d579a0259686d10a1f40a55e2042c","硫酸氨基葡萄糖胶囊","胶囊剂","0.25g(以硫酸氨基葡萄糖计)或0.314g(以氯化钠硫酸氨基葡萄糖计)","是","H20170108","1996-08-17","ROTTAPHARM S.P.A","Rottapharm Ltd."
"a796aeaada84cba070d6682fe8c18968","硫酸氢氯吡格雷片 ","片剂 ","300mg(以氯吡格雷计)","是","H20150256; H20150257; H20150258","2010-11-05","Sanofi Clir SNC","Sanofi Winthrop Industrie"
"3ae78ce097ed07d6ebc0f2d4df37d18a","铝碳酸镁咀嚼片","片剂","0.5g","是","H20150303; H20150304","1996-12-26","Bayer Vital GmbH","Bayer Bitterfeld GmbH"
"ca3da82448f3354e2ac790b19112437f","氯雷他定片","片剂 ","10mg","是","H20160424","1993-01-03","Bayer SA-NV","Schering-Plough Labo N.V."
"8667d4158122bb1805739f36a45514a9","氯膦酸二钠胶囊","胶囊剂","400mg","是","H20150632","1995-10-13","Bayer Oy","Bayer Oy"
"d4f10255318c10c75222163cd07783d6","马来酸咪达唑仑片","片剂","15mg（以咪达唑仑计）","是","H20140591","2004-01-21","Roche Pharma (Schweiz) Ltd.","Productos Roche S.A. de C.V."
"cc76b1cef069b05d918cbfb7cf718e0d","马来酸依那普利片","片剂 ","5mg","是","H20170296","1992-05-21","Merck Sharp & Dohme（Australia） Pty. Ltd.","Merck Sharp & Dohme Limited"
"f99978599e25c17ab3a0265911baca89","马来酸依那普利片","片剂 ","10mg","是","H20170297","1992-05-21","Merck Sharp & Dohme（Australia） Pty. Ltd.","Merck Sharp & Dohme Limited"
"bfa2cd14d1188873fc4fc9ba00db355e","吗替麦考酚酯胶囊","胶囊剂","0.25g","是","H20130363","1997-07-24","Roche Registration Ltd.","Roche S.p.A."
"644ad2f55b2af90872e1dc3144f9e8d5","孟鲁司特钠咀嚼片","片剂","4mg","是","H20160440","2001-07-12","Merck Sharp & Dohme B.V.","Merck Sharp & Dohme Ltd."
"2e0e9a93c5fcce678ad2c86a72a928d1","塞瑞替尼胶囊","胶囊剂","150mg","是 ","H20180025","2018-05-31","Novartis Europharm Limited","Novartis Pharma Stein AG"
"ca8bc8e4640f10eb79cc2294aa015536","索磷布韦维帕他韦片","片剂","每片含400mg索磷布韦和100mg维帕他韦","是","H20180024","2018-05-23","Gilead Sciences International Ltd","Gilead Sciences Ireland UC"
"4568289019d49f2f7d2a7daf35c5371e","达诺瑞韦钠片","片剂","100mg（以C35H46FN5O9S计）","是","国药准字H20180008","2018-06-08",,"歌礼药业（浙江）有限公司"
"2f5d01af26ead0e3b149d99ad8022d8d","头孢地尼胶囊","胶囊剂","0.1g 按(C14H13N5O5S2)计算","是","H20160520;H20160518","2002-08-02","Astellas Pharma Inc.","Astellas Pharma Tech Co., Ltd. Takaoka Plant"
"b9886e438d593578a8e78339603be020","蒙脱石散","散剂","3g","是 ","国药准字H20000690","1999-12-11",,"博福-益普生（天津）制药有限公司"
"a6a50d06c320bffa7a518a790dbb095f","他克莫司胶囊","胶囊剂","1mg","是","H20150196","1998-12-18","Astellas Pharma Co.Limited","Astellas Ireland Co., Ltd."
"29e39fe9855fe833aea589ecf5da6df8","醋酸阿比特龙片","片剂","250mg","是","H20150264","2015-05-06","Janssen-Cilag International N.V.","Patheon Inc."
"f604948f1b5e61efff32b9ca0c48380e","醋酸去氨加压素片","片剂","0.1mg ","是","H20140285","1995-06-01","Ferring AG ","Ferring International Center SA"
"54cd995bb5bcfe2aa4d5406854cf02b6","醋酸去氨加压素片","片剂","0.2mg ","是","H20140286","1995-06-01","Ferring AG ","Ferring International Center SA"
"a9bccde12770fbd96a81314455ef0812","达比加群酯胶囊","胶囊剂","110mg","是","H20170148; H20170135","2013-02-22","Boehringer Ingelheim International GmbH","Boehringer Ingelheim Pharma GmbH & Co.KG"
"1df43aa707869a9c8bc11afe1ed48ff1","达比加群酯胶囊","胶囊剂","150mg","是","H20170149; H20170136","2013-02-22","Boehringer Ingelheim International GmbH","Boehringer Ingelheim Pharma GmbH & Co.KG"
"279aa3a700b0ceade9ea6bbf60b02462","地氯雷他定片","片剂","5mg","是","H20140450","2003-04-01","Merck Sharp & Dohme Limited","Schering-Plough Labo N.V."
"4ea8041439008eb0a1645674c1fbe3c7","丁二磺酸腺苷蛋氨酸肠溶片","片剂","0.5g","是","H20150629","1996-11-08","ABBOTT LABORATORIES (M) SDN. BHD","ABBVIE S.R.L."
"65a2d7ba914ad1e0ccd72e6a952b0dc6","非那雄胺片","片剂","1mg","是","H20160325","2001-09-06","MSD PHARMA (SINGAPORE) PTE.LTD.","AIAC International Pharma LLC"
"62d75837caaf77d39405890f6ade9204","非那雄胺片","片剂","5mg","是","H20160290","1994-05-31","Merck Sharp & Dohme Limited","AIAC International Pharma LLC"
"16627e8521f7936896ffbe7e128f72c4","伏立康唑片","片剂","50mg","是","H20150051","2004-10-21","Pfizer Limited","Pfizer Italia S.r.l."
"530ca5ec637cdd1875145a3bbf438de4","伏立康唑片","片剂","200mg","是","H20150052","2004-10-21","Pfizer Limited","Pfizer Italia S.r.l."
"0b866f4e9ffdd961fecb25f6342165c1","富马酸比索洛尔片","片剂","2.5mg","是","H20160475","2005-09-15","Merck Serono GmbH","Merck KGaA"
"bee5a01182004cca5c96f4d171cbdbbb","富马酸比索洛尔片","片剂","5mg","是","H20160474","1995-06-08","Merck Serono GmbH","Merck KGaA"
"fb0a8557c244ff9e658407cd299e0ed8","富马酸喹硫平片","片剂","25mg","是","H20160664","2000-06-16","AstraZeneca UK Limited","AstraZeneca UK Limited"
"e9a93cdab6544dfc6a526817534a6fd2","富马酸喹硫平片","片剂","0.1g","是","H20160667","2000-06-16","AstraZeneca UK Limited","AstraZeneca UK Limited"
"9c443f97da957d7aa5b6f88dbda40449","富马酸喹硫平片","片剂","0.2g","是","H20160665","2000-06-16","AstraZeneca UK Limited","AstraZeneca UK Limited"
"a6a979b8aa3cfa9de63483d0af002db1","富马酸喹硫平片","片剂","0.3g","是","H20160666","2004-11-05","AstraZeneca UK Limited","AstraZeneca UK Limited"
"47033ece8720feb3289e49d60e67bae6","格列吡嗪控释片","片剂","5mg","是","H20160139","1996-11-01","Pfizer Inc.","Pfizer Pharmaceuticals LLC"
"a7701b2a7dba9ee7868fbbc198040a27","格列齐特缓释片","片剂","60mg","是","H20150282","2010-10-19","Les Laboratoires Servier","Les Laboratoires Servier Industrie"
"c2ca27d68c1c6cc7482767edfdf2f414","枸橼酸莫沙必利片","片剂","5mg","是","H20140637","2000-10-24","Sumitomo Dainippon Pharma Co., Ltd.","Sumitomo Dainippon Pharma Co., Ltd. Suzuka Plant"
"0e94e3802cf31d2434d4a387b4cee4c5","枸橼酸托瑞米芬片","片剂","60mg（按托瑞米芬计）","是","H20130705","1999-02-13","Orion Corporation","Orion Corporation"
"45895c7b3a1c4ac932882559c7003885","骨化三醇胶丸","胶囊剂","0.25μg/粒","是","H20140597; H20140598","1992-10-26","Roche Pharma (Schweiz) Ltd.","Catalent Germany Eberbach GmbH"
"52636153086e3377d31075b77e19b620","环丙沙星片","片剂 ","0.25g","是","H20150448","2001-02-11","Bayer Vital GmbH","Bayer Pharma AG"
"e6b2e99e99dce4fe635db62b5c8eca3f","环丙沙星片","片剂 ","0.5g","是","H20150449","1997-03-12","Bayer Vital GmbH","Bayer Pharma AG"
"0a225603eb137896f298d22ad5cb2781","环酯红霉素片","片剂","250mg","是","H20160192","2003-04-23","Tarchomin Pharmaceutical Works “Polfa” S.A.","Tarchomin Pharmaceutical Works “Polfa” S.A."
"2b01d43bab13e64c2529459259aa6b1e","吉非替尼片","片剂","0.25g","是","H20140471","2004-12-06","AstraZeneca AB","AstraZeneca UK Limited"
"dd60f18ed0c35c67c610401c71c5f5cd","甲磺酸伊马替尼胶囊","胶囊剂","0.1g(按伊马替尼计)","是","H20150294","2002-04-17","Novartis Pharma Schweiz AG","Novartis Pharma Stein AG"
"d9ba60373bfbe8ed66a7f75848fd95d9","左甲状腺素钠片","片剂","100μg(以左甲状腺素钠计)","是","H20140051","1997-07-06","Merck Serono GmbH","Merck KGaA"
"2994b3eb2ca0ab22f917771ff84ee185","孟鲁司特钠咀嚼片","片剂","5mg","是","H20160441","1999-11-20","Merck Sharp & Dohme B.V.","Merck Sharp & Dohme Ltd."
"28da220a836043f778fa2e78255edd08","孟鲁司特钠颗粒","颗粒剂","0.5g:4mg(以孟鲁司特计)","是","H20150419; H20150431",,"Merck Sharp &amp; Dohme Corp.","Patheon Manufacturing Services LLC"
"36010f647bc76f6ce3b6d61a0e1a541f","孟鲁司特钠片","片剂","10mg","是","H20160473","1999-10-29","Merck Sharp &amp;  Dohme B.V.","Merck Sharp &amp; Dohme Ltd."
"f4a0774edb8ba8e6521798e250612351","米氮平口腔崩解片","片剂","15mg","是","H20160676","2011-08-25","N.V. Organon","Anesta LLC"
"5930ab6fe00f4af5571435dee42ab390","米氮平口腔崩解片","片剂","30mg","是","H20160677;  H20160688","2011-08-25","N.V. Organon","Anesta LLC"
"d7b2f5b0fa9be3d75a5c711b15f1c46a","尼可地尔片","片剂","5mg","是","H20160539; H20160540","2006-12-20","Chugai Pharmaceutical Co., Ltd.","Nipro Pharma Corporation Kagamiishi Plant"
"920e7c38ca2f845f4ce89e6e80938720","尼莫地平片 ","片剂 ","30mg ","是","H20130606","1993-02-05","Bayer Vital GmbH ","Bayer Pharma AG"
"e588f20e3002ec2a0f8a2d53d16e544b","注射用艾博韦泰","注射剂","160mg
(以C204H306N54O72计)","是","国药准字H20180006","2018-05-23","前沿生物药业(南京)股份有限公司","前沿生物药业(南京)股份有限公司"
"a024a16d26e6a292bd229a8d8fb86ea3","奥拉帕利片","片剂","100mg","是","H20180048","2018-08-22","AstraZeneca AB","AbbVie Deutschland GmbH & Co. KG"
"0d8f06e7fa7e08c365d428aea6fc3727","奥拉帕利片","片剂","150mg","是","H20180049","2018-08-22","AstraZeneca AB","AbbVie Deutschland GmbH & Co. KG"
"b714a55aef777924a98b94b0086ca3c5","多巴丝肼片","片剂","左旋多巴200mg与苄丝肼50mg(相当于盐酸苄丝肼57mg)","是","国药准字H10930198","2003-03-25",,"上海罗氏制药有限公司"
"434ff283d052d930a190e28114079b84","卡培他滨片","片剂","0.5g","是","国药准字H20073024","2007-02-14",,"上海罗氏制药有限公司"
"e934cc39164dba1b29357fb27e7f3868","盐酸厄洛替尼片","片剂","100mg","是","H20160392","2006-04-06","Roche Registration Limited","Roche S.p.A"
"4fda61fa9ea9cde1f8f41a910fcc1325","盐酸厄洛替尼片","片剂","150mg","是","H20170143;H20160395","2006-04-06","Roche Registration Limited","Roche S.p.A"
"6fa77e8f46b7c3ea55c0c894e856e9a9","盐酸缬更昔洛韦片","片剂","0.45g(以缬更昔洛韦计)","是","H20150330","2005-12-13","Roche Pharma (Schweiz) Ltd.","Patheon Inc."
"d62fd01d9b96885633bea93aa3b279f3","阿仑膦酸钠片","片剂","70mg","是","H20160100","2003-09-23","MSD PHARMA (SINGAPORE) PTE. LTD.","Savio Industrial S.r.L"
"82c7d5daf05a7625070244d9f472d795","阿仑膦酸钠维D3片","片剂","本品含阿仑膦酸钠（以阿仑膦酸计）70mg和维生素D3 2800IU","是","H20130840","2008-05-22","Merck Sharp & Dohme Ltd.","FROSST IBERICA S.A."
"9a7ed1f8b8fb2b75cb6b5897d602fdf2","阿仑膦酸钠维D3片（II）","片剂","每片含阿仑膦酸钠70mg(以阿仑膦酸计)和维生素D3 5600IU(相当于140μg)","是","H20150109","2009-09-29","Merck Sharp & Dohme Ltd.","FROSST IBERICA S.A."
"87174dd3c04bdf5745a0825aae218f88","磷酸西格列汀片","片剂","100mg","是","H20140153","2009-09-29","Merck Sharp & Dohme Ltd.","Merck Sharp & Dohme Ltd."
"793830c49dc78a0a357281b52fcc5af1","克拉霉素片","片剂","0.25g","是","国药准字H20033044","2003-01-29",,"上海雅培制药有限公司"
"1ea158adb606d8f006be91d96927bbec","盐酸特拉唑嗪片","片剂","2mg(按C19H25N5O4计)","是","国药准字H20023659","2002-10-29",,"上海雅培制药有限公司"
"a4f3ec54c5a2487a125cba6e85587542","培哚普利叔丁胺片","片剂","4mg","是","国药准字H20034053","2003-12-12",,"施维雅（天津）制药有限公司"
"bab877778bcbedfc854229dc5d52b391","培哚普利叔丁胺片","片剂","8mg","是","国药准字H20103382","2010-07-23",,"施维雅（天津）制药有限公司"
"9b368c91b8c1eac96a2498733667c599","培哚普利吲达帕胺片","片剂","培哚普利叔丁胺4mg，吲达帕胺1.25mg","是 ","国药准字H20051756","2005-09-07",,"施维雅（天津）制药有限公司"
"6c32d0cf51beaf57006654881b8b3f73","盐酸曲美他嗪缓释片","片剂","35mg","是 ","国药准字H20100077","2010-06-04",,"施维雅（天津）制药有限公司"
"bb161bd5149cca73cdf42b365db96558","盐酸曲美他嗪片","片剂","20mg","是 ","国药准字H20055465","2005-06-01",,"施维雅（天津）制药有限公司"
"4f5bb7d107490d52b9ad1a44cf70c128","托吡酯片","片剂","25mg","是","国药准字H20020555","2002-10-16",,"西安杨森制药有限公司"
"c5d021cd3e0d3e13f3a033903c1e341f","托吡酯片","片剂","100mg","是","国药准字H20020557","2002-10-16",,"西安杨森制药有限公司"
"8eff803dad9dd105026b2975af21413b","盐酸氟桂利嗪胶囊","胶囊剂","按C26H26F2N2计算5mg","是","国药准字H10930003","1989-06-20",,"西安杨森制药有限公司"
"2ea1e7b02b8fbb133652f5f6ded1864b","聚乙二醇4000散","散剂","10g","是","H20171247","1999-10-29","Ipsen Pharma","Beaufour Ipsen Industrie"
"3b3023f11f4979f87a36738995086c72","磷霉素氨丁三醇颗粒","颗粒剂","3g(300万单位 )","是","H20140127","2000-02-19","Zambon Switzerland Ltd","Zambon Switzerland Ltd."
"2d5ba47a0ed00be671f03353a829b08d","乙酰半胱氨酸泡腾片","片剂","0.6g","是","H20140449;H20140448","1997-10-09","ZAMBON ITALIA S.R.L","ZAMBON S.p.A"
"7fcfabfe09df61bc380d9217d7d4406d","枸橼酸坦度螺酮片","片剂","10mg","是","H20140655","2003-05-21","Sumitomo Dainippon Pharma Co., Ltd.","Sumitomo Dainippon Pharma Co., Ltd. Ibaraki Plant"
"0a0ce1e90efa50f14483407a829485ac","盐酸阿罗洛尔片","片剂","10mg","是","H20140676","1995-08-10","Sumitomo Dainippon Pharma Co.,Ltd.","Sumitomo Dainippon Pharma Co., Ltd. Ibaraki Plant"
"5b484de868ca82897a53a09f08f913cf","盐酸西替利嗪片","片剂","10mg","是","H20171303;H20171304","1994-11-07","UCB-Pharma AG","UCB Farchim SA"
"987813a7c6f2f0afea1a4333578cd1e3","华法林钠片","片剂","3mg","是","H20171095","1996-02-06","Orion Corporation ","Orion Corporation Orion Pharma"
"5da6e8909215179eaa36323c43ac000b","阿法骨化醇软胶囊","胶囊剂","0.25μg","是","H20171202;H20171203","1993-03-25","Teva Pharmaceutical Industries Ltd.","Teva Pharmaceutical Industries Ltd."
"9320dbe8ae0bdb1f798ad9971bcd0dc1","盐酸伐昔洛韦片","片剂","0.5g（按伐昔洛韦计）","是","H20150209","1999-05-14","The Wellcome Foundation Limited","Glaxo Wellcome S.A."
"0c9d755859dcb99ce1ab0681d63890ad","盐酸雷洛昔芬片","片剂","60mg","是","H20171163","2003-07-03","Eli Lilly Nederland B.V","LILLY, S.A."
"ea9adfc9185e6a79ff0c4d68b843b464","盐酸罗匹尼罗缓释片","片剂","2mg","是","H20150414","2014-02-24","GLAXO SMITHKLINE,S.A.","GLAXO WELLCOME,S.A."
"c1b52ab5625c95c58693781c31b72ed0","盐酸罗匹尼罗缓释片","片剂","4mg","是","H20150415","2014-02-24","GLAXO SMITHKLINE,S.A.","GLAXO WELLCOME,S.A."
"12114bfbe98f9a045f88b866bfdedbb6","盐酸罗匹尼罗缓释片","片剂","8mg","是","H20150424","2014-02-24","GLAXO SMITHKLINE,S.A.","GLAXO WELLCOME,S.A."
"24d174aa6995cf17e7aa12d6aa0317aa","盐酸米多君片","片剂","2.5mg","是","H20130782","1998-12-08","Takeda Austria GmbH","Takeda GmbH, Plant Oranienburg"
"900d075abb7f7b3a9b2a43a6f6077512","盐酸普罗帕酮片","片剂","150mg","是","H20160339","1995-05-04","ABBOTT LABORATORIES (SINGAPORE) PRIVATE LIMITED","AbbVie Deutschland GmbH & Co. KG"
"495b1b183d607484e17d770dd42a0ca2","盐酸齐拉西酮胶囊","胶囊剂","20mg","是","H20160410","2007-01-10","Pfizer Australia Pty Limited","Pfizer Australia Pty Limited"
"10e222c5cf0efc9759ce3853c613a6d0","盐酸齐拉西酮胶囊","胶囊剂","40mg","是","H20160411","2007-01-10","Pfizer Australia Pty Limited","Pfizer Australia Pty Limited"
"5c66f09aa238557ebfba2caeb814f5ec","盐酸齐拉西酮胶囊","胶囊剂","60mg","是","H20160412","2007-01-10","Pfizer Australia Pty Limited","Pfizer Australia Pty Limited"
"4216a7ab5417e8640e7a1d5a6d97bfc3","盐酸齐拉西酮胶囊","胶囊剂","80mg","是","H20160413","2007-01-10","Pfizer Australia Pty Limited","Pfizer Australia Pty Limited"
"fce50a6645e5d87c6aaa467c6c83594f","盐酸伊托必利片","片剂","50mg","是","H20160414","2003-04-10","ABBOTT LABORATORIES (M) SDN. BHD","MYLAN EPD G.K.,KATSUYAMA PLANT"
"72f09f4b2f524970ae9024843401470a","琥珀酸普芦卡必利片","片剂","2mg(以普芦卡必利计)","是","H20171241;H20171242","2012-12-31","Janssen Inc.","Janssen Cilag S.p.A."
"81bc86adc3e1727b37f9cc604b39f0ae","厄贝沙坦片","片剂","0.15g","是","H20171182;H20171183","2000-05-27","Sanofi Clir SNC","Sanofi Winthrop Industrie"
"b62dadb80f2222c7ef5598b975eac055","厄贝沙坦氢氯噻嗪片","片剂","150mg/12.5mg","是","H20140194","2003-06-09","Sanofi Clir SNC","Sanofi Winthrop Industrie"
